Name_submitted,Accepted_name,Order,Matrix_name,Major Clade,Sample_Number,Sample_ID,Sample,Leaf Side,solidity8,wl_ratio
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.28,5.17.1,5.17,abaxial,0.22962292533537776,0.5680976054213916
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.29,5.17.1,5.17,abaxial,0.18260590908665178,0.5930122436612058
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.3,5.17.1,5.17,abaxial,0.09046879682871793,0.5594463779289971
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.30,5.17.1,5.17,abaxial,0.11617647713168848,0.7199961619240858
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.4,5.17.1,5.17,abaxial,0.05948112399961399,0.8130859340200127
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.5,5.17.1,5.17,abaxial,0.21963208572696336,0.7880225735272371
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.6,5.17.1,5.17,abaxial,0.05737787671432362,0.6588212321824747
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.7,5.17.1,5.17,abaxial,0.09324230323737315,0.7079318395391136
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.8,5.17.1,5.17,abaxial,0.2515599497007348,0.8249753893090881
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.1.9,5.17.1,5.17,abaxial,0.1286055889926273,0.7119306779107617
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.1,5.17.2,5.17,adaxial,0.13469578259121823,0.5380019064617574
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.10,5.17.2,5.17,adaxial,0.6011485315038256,0.7919944442349298
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.11,5.17.2,5.17,adaxial,0.2085202417913514,0.6658659501107794
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.12,5.17.2,5.17,adaxial,0.27088459214711036,0.6589230069968584
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.13,5.17.2,5.17,adaxial,0.4921851139964061,0.7057387193615958
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.14,5.17.2,5.17,adaxial,0.1615163913405185,0.35538553461503647
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.15,5.17.2,5.17,adaxial,0.17071071949116584,0.6107250306539319
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.16,5.17.2,5.17,adaxial,0.23893190480973506,0.6055618253229063
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.17,5.17.2,5.17,adaxial,0.18732460357804895,0.5761119211580105
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.18,5.17.2,5.17,adaxial,0.23477566567402083,0.5628785554851358
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.19,5.17.2,5.17,adaxial,0.2835406051032507,0.5020888399531414
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.2,5.17.2,5.17,adaxial,0.33992312443025446,0.48693165872090766
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.20,5.17.2,5.17,adaxial,0.5742730939927086,0.9186379886118162
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.21,5.17.2,5.17,adaxial,0.1096244846493793,0.5286354880717091
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.22,5.17.2,5.17,adaxial,0.49272042854452613,0.5419583779550022
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.23,5.17.2,5.17,adaxial,0.30527544882706853,0.6032831207417007
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.24,5.17.2,5.17,adaxial,0.37691463642890305,0.5383230723791421
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.25,5.17.2,5.17,adaxial,0.3024759739389524,0.4779549230557607
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.26,5.17.2,5.17,adaxial,0.27884365436194763,0.6890490392005182
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.27,5.17.2,5.17,adaxial,0.3522471828285129,0.7909385339215561
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.28,5.17.2,5.17,adaxial,0.04087875147652979,0.28540369280252315
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.29,5.17.2,5.17,adaxial,0.27532985052700504,0.5819823354181813
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.3,5.17.2,5.17,adaxial,0.05187011622923795,0.44703024426160554
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.30,5.17.2,5.17,adaxial,0.3809275700855609,0.6259321189181218
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.4,5.17.2,5.17,adaxial,0.30089883367965475,0.5730440254582121
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.5,5.17.2,5.17,adaxial,0.43011054594378717,0.5537484060302871
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.6,5.17.2,5.17,adaxial,0.31411084074982987,0.6222661026147733
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.7,5.17.2,5.17,adaxial,0.5118638543808948,0.5492035591222202
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.8,5.17.2,5.17,adaxial,0.3205070149869863,0.5814091049117873
Borago_officinalis,Borago_officinalis,Boraginales,Borago_officinalis,eudicots,5.17.2.9,5.17.2,5.17,adaxial,0.2850770856490846,0.5627707388460722
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.1,5.18.1,5.18,adaxial,0.16415258626069784,0.6685007834164546
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.10,5.18.1,5.18,adaxial,0.13043029336982032,0.5865071768517275
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.11,5.18.1,5.18,adaxial,0.11593535627285026,0.7389470453242505
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.12,5.18.1,5.18,adaxial,0.2090749729035173,0.615508942855886
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.13,5.18.1,5.18,adaxial,0.09696336760055717,0.6292212006386587
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.14,5.18.1,5.18,adaxial,0.20696729779176407,0.7103898059253023
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.15,5.18.1,5.18,adaxial,0.08556723830455175,0.652216818590964
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.16,5.18.1,5.18,adaxial,0.1263508149716855,0.9358363983086364
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.17,5.18.1,5.18,adaxial,0.18095154551979278,0.776752572644954
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.18,5.18.1,5.18,adaxial,0.12745796254817734,0.8704081782824984
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.19,5.18.1,5.18,adaxial,0.14003867443792997,0.7917746530176283
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.2,5.18.1,5.18,adaxial,0.1941372845679137,0.83359082839126
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.20,5.18.1,5.18,adaxial,0.21921305733685717,0.6310884619840302
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.21,5.18.1,5.18,adaxial,0.12268928080178268,0.5830288447642298
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.22,5.18.1,5.18,adaxial,0.12196213540293215,0.8270180062014834
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.23,5.18.1,5.18,adaxial,0.11067261142590011,0.6163840991890275
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.24,5.18.1,5.18,adaxial,0.18086013849738367,0.7339951316842768
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.25,5.18.1,5.18,adaxial,0.08627259453122044,0.5499196498153467
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.26,5.18.1,5.18,adaxial,0.23420603376643492,0.8274263154127653
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.27,5.18.1,5.18,adaxial,0.1760170722807003,0.7318524740162117
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.28,5.18.1,5.18,adaxial,0.15988065736795226,0.6314092869892793
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.29,5.18.1,5.18,adaxial,0.13609861515608818,0.9498205023626215
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.3,5.18.1,5.18,adaxial,0.2247229752679793,0.6216682248020774
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.30,5.18.1,5.18,adaxial,0.12420830694038291,0.4886930605706221
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.4,5.18.1,5.18,adaxial,0.19097287243051428,0.72578681456797
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.5,5.18.1,5.18,adaxial,0.178313868165095,0.6151425208510811
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.6,5.18.1,5.18,adaxial,0.07636451337314616,0.5607887347401075
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.7,5.18.1,5.18,adaxial,0.19188706117635834,0.6951567983449113
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.8,5.18.1,5.18,adaxial,0.17007112956119613,0.5998042872548159
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.1.9,5.18.1,5.18,adaxial,0.1674868927646143,0.5016634426209604
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.1,5.18.2,5.18,abaxial,0.09010862647178482,0.652783001155371
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.10,5.18.2,5.18,abaxial,0.030667181145381136,0.834227865165846
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.11,5.18.2,5.18,abaxial,0.013711669144163347,0.5857161430110793
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.12,5.18.2,5.18,abaxial,0.11907949537206178,0.48996114249948686
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.13,5.18.2,5.18,abaxial,0.0667847105702721,0.5688858124747918
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.14,5.18.2,5.18,abaxial,0.05409339141878308,0.6958085392950956
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.15,5.18.2,5.18,abaxial,0.025188048573573416,0.5600490994253828
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.16,5.18.2,5.18,abaxial,0.020047797796737713,0.7128448482082971
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.17,5.18.2,5.18,abaxial,0.06793619959746625,0.8989990618428245
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.18,5.18.2,5.18,abaxial,0.027227622480856507,0.688304634017732
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.19,5.18.2,5.18,abaxial,0.021625833162281925,0.5819341597381607
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.2,5.18.2,5.18,abaxial,0.054529456199516664,0.6926265200195659
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.20,5.18.2,5.18,abaxial,0.1067136510376707,0.8380315169251233
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.21,5.18.2,5.18,abaxial,0.1462490921813736,0.9321278086276115
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.22,5.18.2,5.18,abaxial,0.06741623698036397,0.5955896262096464
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.23,5.18.2,5.18,abaxial,0.06410971089463427,0.43624399891602594
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.24,5.18.2,5.18,abaxial,0.08456353472418508,0.5544384198958421
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.25,5.18.2,5.18,abaxial,0.06486228067181427,0.6992104020281306
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.26,5.18.2,5.18,abaxial,0.044324692942424124,0.8089232694045977
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.27,5.18.2,5.18,abaxial,0.03711147905655082,0.6819730071549294
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.28,5.18.2,5.18,abaxial,0.18538038068252705,0.7418256727699252
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.29,5.18.2,5.18,abaxial,0.1357977964595023,0.6978153212834999
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.3,5.18.2,5.18,abaxial,0.06308753712385097,0.6842732915373653
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.30,5.18.2,5.18,abaxial,0.20543962050340317,0.7877929259548885
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.4,5.18.2,5.18,abaxial,0.04997371891866941,0.6617156227446147
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.5,5.18.2,5.18,abaxial,0.09305803905769654,0.525856080110847
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.6,5.18.2,5.18,abaxial,0.08363023740826454,0.9229969775814684
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.7,5.18.2,5.18,abaxial,0.1325056873793753,0.9492929140994545
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.8,5.18.2,5.18,abaxial,0.03929985303968486,0.803934092188421
Anchusa_officinalis,Anchusa_officinalis,Boraginales,Anchusa_officinalis,eudicots,5.18.2.9,5.18.2,5.18,abaxial,0.03834874474208699,0.5680701217222938
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.1,5.20.1,5.2,abaxial,0.39538304214612935,0.3849918682474822
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.10,5.20.1,5.2,abaxial,0.20593327107544768,1.0202125813600176
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.11,5.20.1,5.2,abaxial,0.30772555696389603,0.8470192055665189
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.12,5.20.1,5.2,abaxial,0.31417058318788416,0.7744335242125947
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.13,5.20.1,5.2,abaxial,0.26128158194566187,0.9610462759068198
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.14,5.20.1,5.2,abaxial,0.32155909615268496,0.6774113182882228
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.15,5.20.1,5.2,abaxial,0.2696200792971784,0.5625681662236961
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.16,5.20.1,5.2,abaxial,0.055275450131897566,0.7432905575788534
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.17,5.20.1,5.2,abaxial,0.14769732974294708,0.5241960362256838
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.18,5.20.1,5.2,abaxial,0.1919822622702384,0.6457847577454711
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.19,5.20.1,5.2,abaxial,0.2635979438812174,0.7443385375365499
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.2,5.20.1,5.2,abaxial,0.2126340363059799,0.6852462309632446
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.20,5.20.1,5.2,abaxial,0.08002994639100858,0.6632588582969643
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.21,5.20.1,5.2,abaxial,0.13120054844859733,0.5090352501358631
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.22,5.20.1,5.2,abaxial,0.05194680854224946,0.6712428272218327
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.23,5.20.1,5.2,abaxial,0.07200972136876846,0.40180809790066013
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.24,5.20.1,5.2,abaxial,0.10363562564316842,0.7166901700470605
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.25,5.20.1,5.2,abaxial,0.0468732198006464,0.7483112619533266
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.26,5.20.1,5.2,abaxial,0.10835979001612497,0.6800151098064388
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.27,5.20.1,5.2,abaxial,0.22843980128404648,0.684768973816508
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.28,5.20.1,5.2,abaxial,0.10378973409548752,0.6470052508597242
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.29,5.20.1,5.2,abaxial,0.030676618269081166,0.546467537040401
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.3,5.20.1,5.2,abaxial,0.12141468230991838,0.6975194842081365
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.30,5.20.1,5.2,abaxial,0.2618375215468636,0.6613726556407535
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.4,5.20.1,5.2,abaxial,0.1152495814106871,0.7669821952876227
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.5,5.20.1,5.2,abaxial,0.3015417854663692,0.7466383574069987
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.6,5.20.1,5.2,abaxial,0.180428349973459,0.8170716299222867
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.7,5.20.1,5.2,abaxial,0.3596713572693425,0.7655640172008036
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.8,5.20.1,5.2,abaxial,0.03866119370978868,0.40489948044425755
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.1.9,5.20.1,5.2,abaxial,0.5050921502199647,0.7699397017968792
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.1,5.20.2,5.2,adaxial,0.5834091986242174,0.6469369424164849
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.10,5.20.2,5.2,adaxial,0.20630718179989757,0.4412017694164652
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.11,5.20.2,5.2,adaxial,0.15202134680763002,0.5402954051717179
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.12,5.20.2,5.2,adaxial,0.7666380068955098,0.6936712895783126
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.13,5.20.2,5.2,adaxial,0.06509348075965328,0.5279976670756762
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.14,5.20.2,5.2,adaxial,0.5996189595130784,0.5724884170779379
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.15,5.20.2,5.2,adaxial,0.6195649091698808,0.7608437169491018
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.16,5.20.2,5.2,adaxial,0.047420664464842485,0.5639853688524458
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.17,5.20.2,5.2,adaxial,0.6992895783727394,0.7591478878090783
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.18,5.20.2,5.2,adaxial,0.054871417104079084,0.6217261343005381
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.19,5.20.2,5.2,adaxial,0.35759425977336423,0.7629510513617768
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.2,5.20.2,5.2,adaxial,0.716146049027282,0.9022926071951938
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.20,5.20.2,5.2,adaxial,0.505411690454436,0.9067541673519204
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.21,5.20.2,5.2,adaxial,0.4554263624723982,0.7092700171752255
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.22,5.20.2,5.2,adaxial,0.7579148242100702,0.8868937836072427
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.23,5.20.2,5.2,adaxial,0.11861293609816907,0.5726686940447794
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.24,5.20.2,5.2,adaxial,0.7608212792851938,0.8434948084266575
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.25,5.20.2,5.2,adaxial,0.742196351067909,0.7673036761618391
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.26,5.20.2,5.2,adaxial,0.1019374455772149,0.553008915206916
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.27,5.20.2,5.2,adaxial,0.18002666217413474,0.5086577474925824
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.28,5.20.2,5.2,adaxial,0.40817186593469457,0.485575621709484
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.29,5.20.2,5.2,adaxial,0.2381514325053406,0.7641091988725345
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.3,5.20.2,5.2,adaxial,0.7249932603871918,0.7315575786961834
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.30,5.20.2,5.2,adaxial,0.03671909667918056,0.5535960929406925
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.4,5.20.2,5.2,adaxial,0.4935444585278024,0.6939290510517688
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.5,5.20.2,5.2,adaxial,0.19860173448882032,0.5394779509802522
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.6,5.20.2,5.2,adaxial,0.06360818396324897,0.5114974501033677
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.7,5.20.2,5.2,adaxial,0.7075887087620469,0.6351344133715316
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.8,5.20.2,5.2,adaxial,0.5664725640785284,0.9382230649807196
Succisella_inflexa,Succisella_inflexa,Dipsacales,Succisella_inflexa,eudicots,5.20.2.9,5.20.2,5.2,adaxial,0.05843493807579412,0.6713909349335065
Picris_echioides,Helminthotheca_echioides,Asterales,Helminthotheca_echioides,eudicots,5.21.1.1,5.21.1,5.21,adaxial,0.5650396242126692,0.6641549647722867
Picris_echioides,Helminthotheca_echioides,Asterales,Helminthotheca_echioides,eudicots,5.21.1.10,5.21.1,5.21,adaxial,0.47035851028028985,0.5960678114455744
Picris_echioides,Helminthotheca_echioides,Asterales,Helminthotheca_echioides,eudicots,5.21.1.11,5.21.1,5.21,adaxial,0.2898277164545505,0.4944318475592077
Picris_echioides,Helminthotheca_echioides,Asterales,Helminthotheca_echioides,eudicots,5.21.1.12,5.21.1,5.21,adaxial,0.8400586938480065,0.9698155177687843
Picris_echioides,Helminthotheca_echioides,Asterales,Helminthotheca_echioides,eudicots,5.21.1.13,5.21.1,5.21,adaxial,0.49525285177255535,0.904311741881548
Picris_echioides,Helminthotheca_echioides,Asterales,Helminthotheca_echioides,eudicots,5.21.1.14,5.21.1,5.21,adaxial,0.36423009121346805,0.752954648696373
Picris_echioides,Helminthotheca_echioides,Asterales,Helminthotheca_echioides,eudicots,5.21.1.15,5.21.1,5.21,adaxial,0.21420164697966934,0.5159286654578499
Picris_echioides,Helminthotheca_echioides,Asterales,Helminthotheca_echioides,eudicots,5.21.1.16,5.21.1,5.21,adaxial,0.6599167609565674,0.5184149577946439
